Century,r_global_avg,arrival_eval_rate,arrival_flight_rate,meet_ttot_rate,sum_depflight,collisions_avg,wait_num_avg,fstep_avg,r_avg_0,r_avg_1,r_avg_2,r_avg_3,r_avg_4,r_avg_5,r_global_eval,r_eval_0,r_eval_1,r_eval_2,r_eval_3,r_eval_4,r_eval_5,r_eval_local,duration (s), dist_action
20200,-169.17,0.70,0.92,0.84,31,9.00,0.00,122.70,-24.61,-45.65,-27.56,-24.24,-34.71,-12.41,-201.80,-29.85,-143.95,21.24,-35.70,26.55,-40.09,-201.80,1234,[0.06079027 0.17933131 0.28419453 0.37294833 0.10273556]
20300,-217.92,0.90,0.93,0.77,30,0.80,0.00,111.60,-46.79,-64.64,-41.47,-37.06,-18.71,-9.26,-140.66,-46.24,17.66,-61.13,16.27,-37.38,-29.84,-140.66,1279,[0.05149453 0.19177271 0.27049423 0.38117786 0.10506067]
20400,-219.41,0.80,0.93,0.72,32,0.20,0.00,115.10,-41.76,-49.77,-44.42,-48.99,-6.81,-27.67,-93.35,-41.16,23.62,14.79,18.76,-23.46,-85.90,-93.35,1277,[0.04623086 0.18315665 0.28239105 0.38221437 0.10600707]
20500,-292.63,0.80,0.95,0.72,32,4.00,0.00,114.90,-46.69,-61.93,-37.02,-74.76,-44.82,-27.43,-130.05,32.51,-95.47,13.34,-74.53,-21.13,15.23,-130.05,1332,[0.05933544 0.16904008 0.28401899 0.34836498 0.13924051]
20600,-227.16,0.70,0.88,0.72,29,26.00,0.00,141.60,-21.88,-30.38,-45.54,-59.97,-36.65,-32.74,-388.51,-41.56,-83.13,4.58,-136.95,34.73,-166.18,-388.51,1300,[0.05167414 0.1882415  0.26786185 0.36330082 0.1289217 ]
20700,-206.91,1.00,1.00,0.66,32,3.80,0.00,80.90,-16.66,-45.85,-29.72,-57.40,-18.77,-38.50,111.78,12.73,11.26,16.59,15.13,31.56,24.51,111.78,1254,[0.05142201 0.18529158 0.27176099 0.35736857 0.13415685]
20800,-254.27,0.90,0.98,0.74,31,1.60,0.00,91.90,-45.61,-29.86,-48.34,-40.35,-42.60,-47.52,6.91,25.34,18.68,-102.91,12.03,31.73,22.04,6.91,1320,[0.05773196 0.1871134  0.28092784 0.33118557 0.14304124]
20900,-219.69,0.80,0.95,0.84,32,1.80,0.00,109.90,-33.18,-36.76,-47.32,-54.00,-20.90,-27.53,-44.64,15.06,24.82,-44.84,-51.10,-17.51,28.93,-44.64,1315,[0.0464922  0.18708241 0.27422049 0.38112472 0.11108018]
21000,-145.41,0.70,0.95,0.74,27,4.60,0.00,106.60,-11.75,-45.25,-28.14,-33.80,-8.27,-18.20,-63.48,33.24,7.88,-100.13,1.33,31.57,-37.37,-63.48,1144,[0.05315511 0.18371153 0.27820951 0.38047871 0.10444514]
21100,-138.61,0.90,0.97,0.73,30,0.80,0.00,93.80,-11.23,-38.40,-29.31,-39.96,-1.23,-18.48,-0.59,-46.34,15.59,14.72,18.81,39.59,-42.96,-0.59,1166,[0.05621118 0.17049689 0.29813665 0.35838509 0.11677019]
21200,-176.34,1.00,1.00,0.80,30,4.60,0.00,77.60,-24.94,-43.70,-29.00,-28.74,-22.43,-27.54,125.15,31.71,9.83,17.37,12.49,34.53,19.22,125.15,1187,[0.05062112 0.16118012 0.30124224 0.38726708 0.09968944]
21300,-210.23,0.90,0.98,0.86,29,2.80,0.00,87.30,-23.44,-46.51,-51.86,-48.99,-32.45,-6.98,81.26,28.38,24.62,-40.35,9.68,35.39,23.54,81.26,1282,[0.05243868 0.16972089 0.2870031  0.33718635 0.15365097]
21400,-196.56,1.00,1.00,0.73,30,0.00,0.00,76.00,-41.26,-33.99,-28.09,-54.61,-33.58,-5.04,149.20,26.70,22.30,16.90,15.60,40.80,26.90,149.20,1269,[0.04752246 0.16574906 0.31643002 0.33758331 0.13271516]
21500,-186.55,0.80,0.97,0.89,28,2.50,0.00,96.30,-21.81,-74.92,-29.94,-25.81,-4.73,-29.35,23.58,29.44,26.29,16.08,15.53,28.26,-92.02,23.58,1282,[0.05046372 0.20212766 0.25777414 0.37534097 0.11429351]
21600,-207.64,0.70,0.95,0.71,31,7.00,0.00,116.20,-18.70,-37.52,-33.54,-63.27,-20.44,-34.17,-134.42,2.03,17.71,-74.91,-87.47,-15.76,23.98,-134.42,1348,[0.05126002 0.19072165 0.27147766 0.37142039 0.11512027]
21700,-261.09,0.90,0.98,0.77,30,1.60,0.00,85.80,-71.88,-61.25,-51.59,-40.04,-4.53,-31.81,81.25,28.94,-45.31,15.80,15.53,40.02,26.27,81.25,1401,[0.04997424 0.19088099 0.26249356 0.36785162 0.12879959]
21800,-258.15,1.00,1.00,0.61,31,1.80,0.00,81.00,-70.06,-80.23,-24.98,-61.47,-15.95,-5.47,118.40,15.26,17.87,11.40,14.21,35.16,24.50,118.40,1396,[0.04769076 0.21209839 0.2439759  0.36621486 0.13002008]
21900,-203.00,0.90,0.98,0.58,31,0.80,0.00,85.70,-24.11,-62.37,-26.89,-25.16,-39.40,-25.07,69.71,23.14,17.88,12.68,17.25,32.01,-33.25,69.71,1299,[0.05759737 0.18678003 0.27564454 0.36780033 0.11217773]
22000,-307.67,1.00,1.00,0.80,30,0.40,0.00,77.20,-49.23,-74.07,-54.53,-46.17,-30.25,-53.42,151.54,30.04,19.30,16.40,15.10,43.80,26.90,151.54,1374,[0.05102041 0.17678571 0.28316327 0.3375     0.15153061]
22100,-238.03,0.70,0.90,0.63,30,13.70,0.00,132.20,-24.70,-76.35,-20.63,-36.05,-47.90,-32.39,-381.75,-170.18,-122.84,13.93,-97.88,33.30,-38.08,-381.75,1371,[0.05209761 0.18042226 0.28077872 0.36002194 0.12667946]
22200,-230.82,0.70,0.88,0.68,34,3.00,0.00,142.40,-61.72,-60.44,-29.98,-45.87,-16.78,-16.03,-353.70,-111.66,-51.25,-34.19,-82.39,-43.39,-30.82,-353.70,1400,[0.05011565 0.1845284  0.27833462 0.31637111 0.17065022]
22300,-255.26,1.00,1.00,0.80,30,0.40,0.00,76.00,-39.05,-68.83,-65.13,-42.79,-0.51,-38.96,153.71,32.21,16.30,16.40,15.10,46.80,26.90,153.71,1407,[0.0493763  0.1995842  0.25753638 0.35369023 0.13981289]
22400,-292.32,0.90,0.97,0.59,29,2.00,0.00,95.70,-43.13,-67.47,-62.54,-23.66,-59.88,-35.63,10.91,-31.39,11.34,15.07,-41.64,31.80,25.73,10.91,1427,[0.05098234 0.20144243 0.25217608 0.33648346 0.15891569]
22500,-198.67,0.60,0.88,0.81,31,31.70,0.00,146.80,-20.87,-58.43,-27.64,-38.42,-30.15,-23.17,-480.55,18.00,-121.24,-52.23,-6.89,-179.29,-138.90,-480.55,1274,[0.04510198 0.18442976 0.30192473 0.35076128 0.11778225]
22600,-145.61,0.90,0.93,0.72,32,6.00,0.00,112.70,-15.99,-32.14,-21.35,-40.94,-22.80,-12.39,-194.34,-25.46,19.69,-78.60,15.93,-58.36,-67.54,-194.34,1271,[0.0549351  0.17657712 0.28312708 0.37277392 0.11258678]
22700,-190.79,0.70,0.93,0.70,33,5.20,0.00,115.90,-32.61,-50.46,-42.78,-42.42,-8.54,-13.99,-172.87,-28.62,8.78,12.08,12.88,-150.64,-27.35,-172.87,1329,[0.0445518  0.20155663 0.27160494 0.36634461 0.11594203]
22800,-139.15,0.90,0.93,0.62,32,19.40,0.00,116.10,-18.17,-31.94,-37.34,-19.34,-15.88,-16.48,-238.40,-70.34,-87.94,-38.68,-89.20,36.82,10.94,-238.40,1175,[0.05475681 0.17191802 0.2869379  0.37626185 0.11012542]
22900,-188.87,0.90,0.95,0.83,29,15.60,0.00,102.00,-29.54,-47.89,-23.79,-60.07,-16.79,-10.79,-89.14,36.65,-74.51,19.78,-77.33,-17.33,23.60,-89.14,1236,[0.05591524 0.16745144 0.29134785 0.36462625 0.12065921]
23000,-257.08,0.80,0.90,0.61,28,4.40,0.00,134.00,-35.00,-42.12,-62.31,-45.28,-37.84,-34.53,-247.57,-85.03,-98.36,1.32,-55.60,-32.98,23.08,-247.57,1301,[0.04460665 0.17491214 0.28710462 0.35442011 0.13895647]
23100,-198.66,0.90,0.98,0.71,31,0.60,0.00,85.50,-48.82,-39.84,-12.50,-52.51,-12.74,-32.23,91.70,35.43,11.37,-38.82,14.63,41.31,27.78,91.70,1341,[0.05098263 0.17544859 0.27741384 0.35687838 0.13927656]
23200,-148.11,0.70,0.93,0.60,30,6.40,0.00,116.40,-20.35,-48.28,-15.65,-38.52,-12.10,-13.21,-233.05,25.98,4.10,-141.82,-46.30,-97.70,22.69,-233.05,1230,[0.05112108 0.167713   0.29566517 0.3426009  0.14289985]
23300,-190.23,0.90,0.95,0.77,31,0.80,0.00,107.60,-46.58,-55.21,-14.36,-31.53,-27.83,-14.71,-30.70,-29.39,17.67,-37.47,-37.60,32.28,23.81,-30.70,1336,[0.05231443 0.17036428 0.28485346 0.34182416 0.15064366]
23400,-183.02,1.00,1.00,0.67,30,0.00,0.00,76.00,-30.67,-32.51,-27.21,-50.61,-8.98,-33.04,143.20,35.70,13.30,16.90,15.60,34.80,26.90,143.20,1260,[0.04192635 0.19121813 0.28810198 0.34872521 0.13002833]
23500,-116.24,0.80,0.95,0.77,31,20.40,0.00,106.00,-6.76,-55.12,-11.17,-31.41,1.29,-13.06,-128.73,-31.21,16.86,12.16,-77.68,-64.91,16.05,-128.73,1143,[0.04573073 0.19059802 0.27534378 0.37288136 0.11544611]
23600,-159.14,1.00,1.00,0.70,30,12.40,0.00,80.60,-22.36,-48.13,-29.47,-34.09,-25.41,0.32,69.81,30.37,11.33,-3.93,-6.46,32.22,6.28,69.81,1168,[0.04289142 0.17846431 0.26814637 0.39532094 0.11517696]
23700,-119.04,1.00,1.00,0.77,30,0.00,0.00,76.40,-16.67,-31.55,-13.18,-46.81,-3.15,-7.68,150.75,38.70,19.30,16.90,15.10,33.85,26.90,150.75,1122,[0.05063694 0.18566879 0.26910828 0.38598726 0.10859873]
23800,-256.94,0.80,0.95,0.64,28,3.20,0.00,102.70,-56.99,-47.59,-40.38,-53.44,-31.82,-26.72,-127.00,-64.98,-83.47,10.77,-40.03,26.47,24.24,-127.00,1393,[0.05006588 0.1884058  0.26613966 0.36284585 0.13254282]
23900,-249.55,0.90,0.95,0.73,30,1.40,0.00,104.60,-41.25,-84.75,-41.88,-20.29,-31.48,-29.90,-33.40,39.50,-39.17,-35.84,16.60,-33.21,18.72,-33.40,1239,[0.04612602 0.16370214 0.30780826 0.33403678 0.1483268 ]
24000,-193.62,0.90,0.98,0.78,32,1.20,0.00,87.50,-14.60,-45.31,-12.64,-57.12,-28.83,-35.12,79.76,30.50,20.41,15.96,-47.41,34.13,26.17,79.76,1208,[0.04282655 0.18170694 0.28999694 0.34934231 0.13612726]
24100,-128.01,0.80,0.95,0.67,30,1.20,0.00,107.20,-2.50,-30.83,-14.75,-49.02,-22.25,-8.66,-86.72,17.65,16.16,15.40,-59.36,-103.43,26.86,-86.72,1146,[0.04744997 0.16978696 0.28276307 0.37088444 0.12911556]
24200,-158.00,0.80,0.93,0.63,30,1.20,0.00,113.00,-40.89,-36.78,-30.13,-21.13,-7.03,-22.03,-93.12,-31.51,-40.75,13.84,-38.71,31.29,-27.28,-93.12,1192,[0.04549591 0.16863816 0.26751592 0.35486806 0.16348195]
24300,-158.51,1.00,1.00,0.79,29,1.20,0.00,74.20,-30.59,-32.67,-17.84,-49.78,-20.25,-7.39,148.07,35.14,15.45,14.79,16.20,42.09,24.40,148.07,1215,[0.04888614 0.1822401  0.29579208 0.34746287 0.12561881]
24400,-101.20,0.80,0.93,0.76,29,1.80,0.00,111.90,-28.96,-36.13,-2.01,-21.43,4.81,-17.49,-131.41,-20.79,-81.92,16.75,-38.90,32.46,-39.01,-131.41,1149,[0.04954368 0.15156454 0.31290743 0.36440678 0.12157757]
24500,-214.21,0.80,0.95,0.77,31,0.80,0.00,108.50,-52.35,-35.89,-47.92,-37.39,-15.94,-24.72,-85.60,4.31,-109.77,-59.82,15.76,35.02,28.90,-85.60,1213,[0.04577259 0.20932945 0.27667638 0.34635569 0.12186589]
24600,-151.98,0.80,0.93,0.74,31,4.20,0.00,112.70,-50.26,-32.63,-7.92,-19.57,-8.13,-33.46,-113.08,31.20,10.45,-88.26,-123.60,32.83,24.30,-113.08,1233,[0.04840183 0.18356164 0.2870624  0.35768645 0.12328767]
24700,-130.50,0.80,0.95,0.74,31,14.00,0.00,107.80,-5.31,-31.31,-20.64,-30.30,-21.90,-21.04,-176.80,-52.11,17.46,-31.04,-84.70,26.27,-52.68,-176.80,1161,[0.03977828 0.18193675 0.28725139 0.38995761 0.10107597]
24800,-189.12,0.80,0.93,0.69,29,0.20,0.00,123.10,-22.59,-38.99,-37.42,-49.51,-8.96,-31.65,-133.15,-24.27,-1.20,15.28,10.90,-83.71,-50.15,-133.15,1275,[0.0460192  0.19198193 0.28063241 0.33455675 0.14680971]
24900,-95.84,1.00,1.00,0.86,29,0.60,0.00,79.30,-11.00,-35.50,-22.42,-14.80,-1.29,-10.83,138.86,36.44,18.33,7.67,13.42,37.79,25.21,138.86,1118,[0.04035726 0.18789282 0.2980483  0.37942441 0.09427721]
25000,-143.04,0.80,0.93,0.89,28,3.20,0.00,111.70,-31.84,-42.69,-7.98,-48.44,-9.32,-2.77,-144.58,-84.28,16.31,21.42,15.07,-136.59,23.49,-144.58,1114,[0.04295259 0.18803691 0.28507795 0.3518931  0.13203945]
25100,-182.24,0.80,0.97,0.73,30,0.80,0.00,94.00,-13.38,-31.52,-52.36,-56.69,-12.18,-16.11,28.10,30.91,19.02,19.10,-99.61,32.50,26.18,28.10,1347,[0.04768663 0.18762418 0.28186205 0.35566279 0.12716435]
25200,-157.16,0.80,0.97,0.52,33,2.40,0.00,93.60,-32.91,-36.36,-20.68,-58.49,-5.75,-2.97,-10.61,-48.40,13.96,15.68,12.64,22.40,-26.89,-10.61,1264,[0.04383718 0.20153715 0.26302306 0.35069741 0.14090521]
25300,-185.32,0.70,0.88,0.77,30,4.00,0.00,142.80,-34.06,-42.84,-50.05,-32.98,-5.06,-20.34,-370.10,-28.44,-184.86,19.96,-102.93,-18.58,-55.25,-370.10,1267,[0.04285714 0.18942857 0.26771429 0.37942857 0.12057143]
25400,-200.72,0.90,0.97,0.66,29,0.80,0.00,93.60,-22.75,-59.85,-22.28,-32.89,-24.94,-38.01,26.33,30.17,-39.81,-38.05,15.09,33.81,25.12,26.33,1344,[0.05105921 0.20016295 0.28272678 0.33297121 0.13307985]
25500,-124.34,0.80,0.97,0.71,31,3.70,0.00,98.70,-8.34,-41.89,-30.06,-16.43,-19.74,-7.88,-61.04,17.15,25.82,-105.40,-38.74,19.36,20.77,-61.04,1128,[0.04084197 0.17876217 0.29563305 0.37983035 0.10493245]
25600,-185.53,0.90,0.98,0.70,30,0.40,0.00,87.10,-20.62,-53.01,-22.84,-33.03,-50.51,-5.52,60.47,35.62,14.93,9.66,19.03,-43.54,24.77,60.47,1321,[0.04192812 0.18311466 0.26839703 0.36280662 0.14375357]
25700,-88.52,0.80,0.95,0.80,30,2.60,0.00,104.30,-6.57,-29.09,-18.96,-20.54,-0.91,-12.45,-86.65,-48.22,19.55,20.15,15.12,38.23,-131.48,-86.65,1100,[0.04390244 0.18989547 0.27630662 0.39233449 0.09756098]
25800,-125.81,0.60,0.85,0.79,28,2.80,0.00,161.40,-11.79,-31.30,-34.13,-27.62,-15.88,-5.09,-594.29,-163.38,-327.20,-48.49,16.10,34.01,-105.33,-594.29,1097,[0.04357578 0.1771868  0.2784364  0.38321051 0.11759052]
25900,-206.18,0.80,0.95,0.77,31,8.00,0.00,108.60,-33.47,-44.27,-36.83,-59.43,-9.08,-23.10,-119.90,-43.11,-10.90,13.73,-62.13,-37.94,20.45,-119.90,1305,[0.04051948 0.21558442 0.24883117 0.35350649 0.14155844]
26000,-146.49,1.00,1.00,0.79,28,3.40,0.00,80.00,-36.17,-14.36,-28.75,-36.83,-15.89,-14.49,115.54,10.90,16.66,13.87,15.73,39.38,19.00,115.54,1192,[0.04455592 0.20566539 0.25848333 0.38005311 0.11124225]
26100,-65.22,0.90,0.97,0.81,31,1.00,0.00,94.20,-3.98,-31.66,-7.09,-23.21,10.52,-9.81,34.20,38.03,-48.73,19.53,13.77,-15.50,27.10,34.20,1049,[0.03699897 0.1781432  0.29599178 0.38335046 0.10551559]
26200,-146.81,0.90,0.97,0.72,32,0.60,0.00,92.10,-29.87,-36.03,-24.70,-21.54,-32.12,-2.56,20.11,32.43,17.53,19.43,-58.98,40.03,-30.33,20.11,1241,[0.03736393 0.17975875 0.28832009 0.3521624  0.14239482]
26300,-124.59,0.90,0.98,0.82,28,4.60,0.00,87.80,-31.33,-34.09,-24.89,-21.46,-5.51,-7.31,71.95,27.14,21.53,-47.64,11.00,39.75,20.17,71.95,1112,[0.04397394 0.18045603 0.29837134 0.36742671 0.10977199]
26400,-137.50,0.90,0.98,0.84,31,0.80,0.00,84.80,-39.95,-28.14,-11.72,-33.99,0.65,-24.35,10.35,-111.64,21.96,16.61,17.50,39.36,26.56,10.35,1204,[0.04139834 0.16835327 0.30358786 0.32658694 0.1600736 ]
26500,-177.09,0.90,0.95,0.86,29,0.80,0.00,102.80,-41.95,-37.68,-23.84,-42.15,-14.94,-16.53,-69.09,33.48,20.06,-39.17,16.90,-16.79,-83.57,-69.09,1221,[0.034689   0.18211722 0.28379187 0.38157895 0.11782297]
26600,-131.94,1.00,1.00,0.77,30,0.00,0.00,76.20,-11.49,-32.01,-26.88,-47.63,-4.15,-9.78,151.85,32.70,16.30,16.55,15.60,43.80,26.90,151.85,1189,[0.04039756 0.1667201  0.31035588 0.35780699 0.12471946]
26700,-151.02,0.90,0.98,0.80,30,3.60,0.00,89.30,-38.85,-39.43,-33.84,-22.63,-2.42,-13.84,68.44,28.43,14.66,-43.55,8.43,35.16,25.31,68.44,1190,[0.03923358 0.21198297 0.25517032 0.38442822 0.10918491]
26800,-227.74,0.90,0.95,0.63,27,2.60,0.00,108.70,-39.37,-44.87,-42.08,-65.56,-8.68,-27.19,-82.36,-57.18,11.35,17.01,-43.55,-29.55,19.56,-82.36,1341,[0.04640679 0.20604614 0.27950146 0.32617343 0.14187218]
26900,-143.45,0.90,0.93,0.76,29,16.00,0.00,112.00,-10.00,-35.70,-37.96,-28.36,-17.16,-14.27,-157.82,-22.42,-69.05,-47.86,18.59,-62.83,25.75,-157.82,1190,[0.04176683 0.20793269 0.265625   0.38822115 0.09645433]
27000,-152.81,0.80,0.93,0.78,32,5.40,0.00,114.30,-23.08,-45.24,-22.68,-28.09,-18.08,-15.64,-194.27,-59.78,13.15,-48.56,-52.10,-72.82,25.84,-194.27,1249,[0.04323026 0.19753828 0.28429901 0.36475533 0.11017712]
27100,-126.30,0.80,0.97,0.68,31,1.40,0.00,97.80,-14.06,-13.53,0.71,-32.41,-20.36,-46.66,-13.23,29.75,18.19,15.78,17.43,-8.88,-85.50,-13.23,1269,[0.04252874 0.20086207 0.27183908 0.35431034 0.13045977]
27200,-95.95,0.80,0.93,0.73,30,1.60,0.00,115.30,-15.36,-19.87,-14.09,-30.63,-1.79,-14.21,-144.90,-100.15,15.47,-44.77,16.28,15.29,-47.02,-144.90,1165,[0.04048716 0.19651086 0.29394338 0.38117182 0.08788677]
27300,-79.65,0.80,0.97,0.79,33,3.20,0.00,91.70,-13.89,-31.53,-11.17,-38.88,11.66,4.15,15.17,34.36,15.24,-36.56,-57.70,35.45,24.38,15.17,1144,[0.03819329 0.1683826  0.29259382 0.40817004 0.09266025]
27400,-111.22,0.70,0.93,0.75,32,1.60,0.00,114.90,-17.22,-40.18,-8.15,-34.81,7.54,-18.40,-88.97,-86.00,-32.06,-38.00,17.96,28.61,20.52,-88.97,1220,[0.03852327 0.18105939 0.28764045 0.364687   0.12808989]
27500,-139.55,0.90,0.98,0.76,29,2.80,0.00,86.80,-19.18,-41.22,-24.01,-17.29,-12.35,-25.50,76.93,31.43,19.21,15.59,11.46,-19.35,18.59,76.93,1198,[0.03704867 0.16420722 0.27064364 0.41632653 0.11177394]
27600,-175.85,0.70,0.93,0.74,31,5.90,0.00,113.10,-39.16,-53.43,-22.93,-29.43,-0.99,-29.92,-143.81,28.91,-89.44,-43.73,6.00,-73.90,28.35,-143.81,1217,[0.03789731 0.21729829 0.27750611 0.33893643 0.12836186]
27700,-257.86,0.80,0.95,0.61,31,1.60,0.00,100.10,-47.97,-44.45,-25.64,-42.72,-47.89,-49.19,-33.37,-27.07,19.09,19.65,18.57,-27.73,-35.88,-33.37,1335,[0.03546099 0.20737589 0.26780142 0.3551773  0.1341844 ]
27800,-56.97,0.60,0.88,0.79,28,17.80,0.00,146.90,-9.59,-13.27,-10.20,-5.63,-11.53,-6.74,-523.79,-105.33,-126.85,-100.27,8.38,-107.49,-92.23,-523.79,1061,[0.03826267 0.1820062  0.29472596 0.3953809  0.08962427]
27900,-81.56,0.90,0.98,0.72,32,0.40,0.00,88.70,-9.74,-35.43,-8.08,-21.94,2.98,-9.35,44.45,-63.76,23.14,18.54,9.53,33.52,23.48,44.45,1154,[0.04102735 0.16210807 0.30687125 0.3945964  0.09539693]
28000,-109.18,0.90,0.98,0.77,30,0.80,0.00,90.00,-14.01,-32.34,-39.01,-21.00,-0.42,-2.40,65.13,31.59,18.07,17.37,19.98,-43.01,21.13,65.13,1149,[0.03776738 0.17914439 0.28409091 0.38235294 0.11664439]
28100,-89.01,0.90,0.97,0.70,30,2.00,0.00,95.60,-4.40,-16.43,-13.07,-31.91,-4.47,-18.71,22.76,26.94,16.66,17.09,19.12,-25.98,-31.07,22.76,1155,[0.0371127  0.16479401 0.31018046 0.38338441 0.10452843]
28200,-68.88,0.80,0.95,0.76,33,2.10,0.00,105.20,-17.05,-25.91,-12.43,-20.27,15.05,-8.27,-62.69,28.59,-127.69,9.00,17.74,43.36,-33.69,-62.69,1131,[0.03982149 0.17233093 0.29042225 0.39546859 0.10195675]
28300,-107.96,0.90,0.95,0.80,30,0.60,0.00,105.50,-46.79,-31.89,-9.57,-18.23,6.84,-8.31,-35.91,31.67,22.31,-41.35,-50.00,-22.96,24.42,-35.91,1236,[0.03981763 0.22340426 0.24620061 0.40334347 0.08723404]
28400,-105.13,0.90,0.97,0.81,32,1.60,0.00,96.10,1.18,-19.48,-16.65,-40.28,-12.16,-17.75,27.96,-23.57,23.26,15.04,-45.02,38.46,19.79,27.96,1187,[0.03936754 0.21039045 0.28073572 0.39625686 0.07324944]
28500,-88.46,0.90,0.97,0.90,30,0.20,0.00,93.60,4.09,-42.08,-35.56,-9.16,3.54,-9.28,53.97,-18.55,25.02,-38.85,16.06,45.18,25.11,53.97,1170,[0.03331113 0.18421053 0.2898068  0.37674883 0.11592272]
28600,-81.29,1.00,1.00,0.82,28,3.30,0.00,75.40,-3.34,-23.71,-19.70,-22.50,3.09,-15.14,137.26,36.43,12.68,16.90,19.30,34.19,17.76,137.26,1133,[0.0354884  0.18587491 0.31026001 0.37877723 0.08959944]
28700,-25.47,0.80,0.95,0.62,32,2.20,0.00,105.40,7.18,-17.62,-11.16,-13.03,12.22,-3.07,-65.96,-38.10,11.86,9.46,14.41,-86.27,22.68,-65.96,1021,[0.02793296 0.15642458 0.31992551 0.38435754 0.1113594 ]
28800,-127.67,0.90,0.97,0.73,30,2.20,0.00,94.70,-6.12,-25.77,-29.71,-33.28,-15.56,-17.23,22.82,-27.17,14.57,18.60,17.63,-29.61,28.80,22.82,1179,[0.03548593 0.19149616 0.28164962 0.3887468  0.10262148]
28900,-186.55,1.00,1.00,0.80,30,0.00,0.00,76.00,-31.30,-21.01,-30.93,-33.69,-37.49,-32.12,155.20,35.70,19.30,16.90,15.60,40.80,26.90,155.20,1326,[0.0341477  0.22654081 0.26846197 0.34369795 0.12715158]
29000,-79.32,1.00,1.00,0.80,30,0.00,0.00,76.00,-16.36,-18.45,-10.00,-19.94,-14.92,0.34,155.20,35.70,19.30,16.90,15.60,40.80,26.90,155.20,1143,[0.03503081 0.21018488 0.28284139 0.37009406 0.10184885]
29100,11.29,1.00,1.00,0.80,30,0.00,0.00,76.20,12.42,-8.56,-9.39,-15.62,17.81,14.63,154.85,35.70,22.30,16.55,15.60,37.80,26.90,154.85,1009,[0.03603604 0.16725421 0.3164904  0.37877007 0.10144928]
29200,-167.06,0.80,0.95,0.72,29,5.80,0.00,106.60,-15.59,-51.59,-34.06,-40.50,-11.59,-13.73,-108.83,34.68,-63.42,14.63,-1.89,-62.96,-29.87,-108.83,1383,[0.03667024 0.20610278 0.26472163 0.35037473 0.14213062]
29300,-29.66,0.90,0.98,0.72,29,1.00,0.00,83.30,-15.97,-25.38,0.57,-12.84,24.21,-0.25,88.34,28.78,18.36,19.71,14.29,37.53,-30.33,88.34,1053,[0.03057881 0.18711321 0.29923553 0.41645431 0.06661813]
29400,-60.00,0.90,0.98,0.83,29,4.20,0.00,90.10,5.84,-29.13,-12.45,-19.10,18.85,-24.00,21.26,21.06,22.99,17.98,3.01,-59.94,16.16,21.26,1115,[0.02772277 0.21155116 0.26864686 0.42145215 0.07062706]
29500,-59.48,0.80,0.93,0.65,31,1.60,0.00,116.00,-2.82,-11.61,-20.58,-10.63,-1.63,-12.20,-204.58,-25.68,15.79,-60.41,5.81,-38.86,-101.23,-204.58,1073,[0.03626022 0.17952364 0.30821187 0.37575542 0.10024884]
29600,-155.62,0.70,0.93,0.81,31,3.80,0.00,113.40,-36.98,-30.16,-23.17,-44.54,-5.80,-14.96,-148.13,-78.04,21.72,-98.80,16.16,-31.83,22.66,-148.13,1206,[0.03262542 0.20406279 0.25700215 0.40751    0.09879963]
29700,-215.23,0.90,0.98,0.72,29,1.80,0.00,87.00,-9.10,-57.89,-51.15,-29.07,-24.91,-43.10,79.47,30.92,10.50,14.71,13.67,-14.11,23.78,79.47,1287,[0.03488372 0.22065338 0.24916944 0.38427464 0.11101883]
29800,-11.87,0.80,0.93,0.83,30,1.20,0.00,119.20,8.82,-16.14,5.26,-8.57,-4.95,3.72,-297.20,37.04,-85.08,-158.06,-35.51,-81.38,25.79,-297.20,1049,[0.03495217 0.16593083 0.30684327 0.41648271 0.07579102]
29900,-78.96,0.80,0.95,0.81,32,1.60,0.00,102.70,5.99,-21.77,-22.13,-22.53,-7.21,-11.31,-190.18,-110.55,16.01,20.85,22.32,-35.67,-103.14,-190.18,1166,[0.04679721 0.17988716 0.29007634 0.38167939 0.10155991]
30000,-162.20,0.60,0.88,0.68,31,7.60,0.00,142.70,-8.89,-37.06,-40.50,-43.70,-11.62,-20.43,-385.03,16.82,-52.13,12.31,4.62,-253.30,-113.35,-385.03,1306,[0.03220339 0.19463277 0.28785311 0.36836158 0.11694915]
