Century,r_global_avg,arrival_eval_rate,arrival_flight_rate,meet_ttot_rate,sum_depflight,collisions_avg,wait_num_avg,fstep_avg,r_avg_0,r_avg_1,r_avg_2,r_avg_3,r_avg_4,r_avg_5,r_global_eval,r_eval_0,r_eval_1,r_eval_2,r_eval_3,r_eval_4,r_eval_5,r_eval_local,duration (s), dist_action
34900,-303.56,1.00,1.00,0.67,30,5.60,0.00,89.20,-44.91,-26.53,-59.72,-48.01,-47.47,-76.92,110.39,21.60,34.49,19.80,15.40,9.90,9.20,110.39,2829,[0.05208333 0.35193452 0.12524802 0.21453373 0.2562004 ]
35000,-256.66,0.70,0.90,0.72,32,24.20,0.00,142.20,-32.31,-32.75,-50.33,-44.39,-34.36,-62.52,-502.17,24.18,-46.37,-122.19,-113.34,-91.65,-152.80,-502.17,1541,[0.05728886 0.38972566 0.07799892 0.22350726 0.25147929]
35100,-290.51,0.90,0.97,0.65,31,7.00,0.00,106.30,-61.27,-14.27,-61.20,-30.82,-70.05,-52.91,-60.58,18.72,24.49,19.49,13.27,-88.91,-47.64,-60.58,1532,[0.04860011 0.34442684 0.12414157 0.20311675 0.27971474]
35200,-292.69,0.80,0.92,0.83,29,21.20,0.00,136.20,-67.63,-17.07,-46.36,-42.71,-57.95,-60.97,-316.49,-42.55,-25.82,-77.13,19.69,-137.77,-52.91,-316.49,1561,[0.04669559 0.35902016 0.1117632  0.21306456 0.26945649]
35300,-279.63,0.90,0.97,0.66,29,7.40,0.00,109.20,-62.47,-5.00,-75.09,-36.91,-35.48,-64.68,-36.28,18.04,25.25,22.56,-52.95,4.23,-53.41,-36.28,1514,[0.05144033 0.34696502 0.12139918 0.20576132 0.27443416]
35400,-261.82,0.80,0.97,0.83,29,11.40,0.00,123.10,-33.56,-34.52,-39.54,-35.59,-58.14,-60.48,-150.63,9.44,32.62,8.68,-72.00,-80.08,-49.29,-150.63,1517,[0.04662379 0.35744909 0.1227224  0.2119507  0.26125402]
35500,-251.16,0.90,0.97,0.81,27,7.20,0.00,111.00,-34.75,-10.96,-58.62,-47.75,-50.96,-48.11,-101.99,26.61,-54.60,-28.96,13.36,9.82,-68.22,-101.99,1418,[0.05032293 0.35468245 0.12621098 0.2088267  0.25995694]
35600,-249.18,0.90,0.97,0.73,30,6.20,0.00,105.20,-67.93,-17.27,-43.63,-55.00,-31.55,-33.80,-32.69,24.24,29.71,22.75,-59.59,-61.36,11.56,-32.69,1445,[0.05037716 0.36880388 0.09078664 0.21794181 0.27209052]
35700,-246.99,0.70,0.90,0.86,28,30.40,0.00,157.30,-39.78,-22.98,-43.05,-44.63,-33.83,-62.72,-578.49,-149.19,-122.83,-93.96,-71.94,-68.58,-71.99,-578.49,1425,[0.04763186 0.36786868 0.11437029 0.21124865 0.25888052]
35800,-222.40,1.00,1.00,0.80,30,5.40,0.00,88.20,-33.87,-37.32,-29.66,-19.39,-51.44,-50.73,120.47,32.74,28.50,23.30,16.76,9.50,9.67,120.47,1397,[0.04860924 0.3821226  0.10072914 0.21442074 0.25411828]
35900,-236.60,0.70,0.93,0.67,27,12.90,0.00,132.80,-52.81,-35.74,-26.33,-43.28,-35.53,-42.92,-268.27,18.58,-81.52,-64.83,19.67,-123.92,-36.25,-268.27,1580,[0.04931715 0.36975215 0.11203844 0.22331816 0.2455741 ]
36000,-354.22,0.90,0.95,0.79,28,22.60,0.00,114.20,-56.47,-55.62,-66.52,-45.06,-53.10,-77.45,-161.65,-38.46,30.28,-84.08,9.44,-88.11,9.28,-161.65,1561,[0.04542177 0.35712569 0.11006969 0.23335737 0.25402547]
36100,-351.42,0.60,0.87,0.59,32,16.60,0.00,171.00,-67.44,-51.81,-64.55,-61.62,-57.65,-48.35,-712.43,-143.56,-112.99,-75.24,-27.17,-201.68,-151.79,-712.43,1564,[0.04217884 0.3615329  0.10942396 0.22439142 0.26247289]
36200,-262.31,0.70,0.93,0.77,30,13.40,0.00,134.90,-43.21,-30.25,-60.27,-34.52,-58.04,-36.01,-268.16,-131.86,24.08,-52.21,-6.36,0.43,-102.24,-268.16,1490,[0.05102551 0.35517759 0.1068034  0.22811406 0.25887944]
36300,-270.56,0.70,0.90,0.67,33,12.60,0.00,144.30,-48.19,-15.82,-36.40,-46.11,-54.24,-69.80,-481.25,15.54,-121.10,-233.66,-163.59,1.19,20.37,-481.25,1467,[0.04918471 0.37182572 0.09997327 0.23015237 0.24886394]
36400,-335.07,0.90,0.97,0.70,30,6.20,0.00,105.30,-54.11,-61.60,-49.61,-69.76,-44.23,-55.75,-57.33,31.43,26.19,20.95,7.44,-70.97,-72.37,-57.33,1551,[0.04869097 0.34499633 0.14215806 0.22534867 0.23880597]
36500,-173.94,0.80,0.93,0.84,32,4.60,0.00,123.60,-28.37,-21.80,-44.31,-22.67,-28.64,-28.15,-269.02,-54.77,38.71,-127.83,18.14,-94.36,-48.91,-269.02,1344,[0.04441219 0.38113208 0.09288824 0.20261248 0.27895501]
36600,-316.20,0.80,0.93,0.76,29,5.80,0.00,131.40,-40.95,-38.04,-60.93,-41.62,-44.64,-90.03,-247.81,0.93,33.25,-55.16,-84.86,-43.86,-98.11,-247.81,1499,[0.04338235 0.35465686 0.11740196 0.22696078 0.25759804]
36700,-270.00,0.90,0.98,0.71,34,5.20,0.00,95.70,-32.34,-32.58,-73.97,-42.70,-53.82,-34.58,-35.06,34.70,24.76,19.21,23.11,-144.60,7.76,-35.06,1419,[0.0463036  0.37832149 0.0952381  0.22941331 0.25072349]
36800,-191.01,0.80,0.93,0.87,30,28.00,0.00,133.10,-38.97,-13.88,-44.99,-16.37,-36.19,-40.60,-414.10,-52.35,26.68,13.99,-131.07,-128.94,-142.41,-414.10,1469,[0.05472366 0.37435339 0.10645249 0.2153553  0.24911516]
36900,-275.72,0.70,0.92,0.79,29,8.40,0.00,132.20,-49.10,-23.03,-61.05,-53.62,-34.75,-54.17,-290.00,23.59,16.94,-199.94,-44.05,-99.71,13.17,-290.00,1455,[0.0425641  0.35282051 0.12333333 0.22897436 0.25230769]
37000,-316.92,1.00,1.00,0.82,33,6.40,0.00,85.90,-68.45,-40.17,-72.87,-34.18,-44.76,-56.48,127.83,30.80,32.12,24.51,15.59,11.24,13.57,127.83,1448,[0.0425641  0.31923077 0.16076923 0.19974359 0.27769231]
37100,-240.00,0.70,0.88,0.66,29,16.10,0.00,149.50,-25.97,-32.95,-37.78,-30.29,-50.57,-62.44,-526.33,-51.43,-56.00,-132.73,-70.87,-145.63,-69.67,-526.33,1428,[0.04229448 0.3343907  0.13534232 0.19878403 0.28918847]
37200,-182.32,0.80,0.95,0.90,29,11.80,0.00,118.50,-24.25,-9.58,-38.18,-12.82,-39.70,-57.79,-157.09,27.24,-50.54,-145.76,18.01,2.37,-8.41,-157.09,1375,[0.04069288 0.37393456 0.10475667 0.22793511 0.25268078]
37300,-213.72,0.60,0.90,0.83,30,10.40,0.00,140.40,-39.66,-25.06,-59.40,-30.68,-16.61,-42.31,-342.48,-37.41,24.18,-135.29,-146.85,5.63,-52.74,-342.48,1391,[0.03685768 0.36185096 0.11245628 0.22222222 0.26661286]
37400,-184.33,0.80,0.95,0.68,31,6.40,0.00,115.00,-42.49,-10.95,-44.79,-9.29,-32.26,-44.54,-77.84,-40.24,31.60,15.32,-51.94,-47.56,14.98,-77.84,1402,[0.04454343 0.31291759 0.155902   0.18374165 0.30289532]
37500,-270.97,0.80,0.95,0.73,30,16.20,0.00,113.90,-44.24,-15.44,-55.69,-49.39,-45.44,-60.76,-109.23,22.72,-115.38,-52.83,16.08,9.05,11.13,-109.23,1482,[0.04207858 0.37110266 0.11051965 0.22230672 0.2539924 ]
37600,-226.51,0.80,0.97,0.60,35,4.20,0.00,105.10,-28.93,-18.81,-32.85,-41.21,-49.30,-55.41,-84.82,-80.58,30.60,-80.23,12.30,20.51,12.58,-84.82,1388,[0.04712182 0.33868809 0.1352075  0.20080321 0.27817938]
37700,-169.54,0.60,0.83,0.67,27,11.20,0.00,172.70,-20.82,-11.58,-40.02,-30.86,-40.62,-25.63,-718.85,-69.57,-72.72,-150.17,-87.44,-170.38,-168.57,-718.85,1294,[0.04285714 0.40267857 0.08422619 0.21130952 0.25892857]
37800,-199.02,0.90,0.98,0.84,31,6.40,0.00,99.10,-45.42,-2.89,-24.97,-44.80,-30.93,-50.01,16.34,26.03,-70.78,25.93,16.43,7.04,11.69,16.34,1333,[0.03674614 0.37980365 0.10322581 0.22664797 0.25357644]
37900,-203.41,0.90,0.98,0.72,29,6.20,0.00,99.70,-32.19,-5.17,-38.05,-42.09,-35.81,-50.10,29.55,28.02,4.03,26.87,7.44,13.00,-49.81,29.55,1419,[0.03887576 0.39296034 0.09666404 0.23824534 0.23325453]
38000,-160.65,1.00,1.00,0.76,29,4.00,0.00,93.20,-24.27,-9.78,-38.63,-28.62,-39.71,-19.65,83.86,28.67,-10.37,28.54,14.80,14.31,7.91,83.86,1373,[0.04164322 0.35171638 0.12915025 0.20118177 0.27630838]
38100,-177.03,0.80,0.97,0.76,25,11.60,0.00,110.40,-18.46,-13.04,-51.46,-13.89,-40.17,-40.01,-147.68,-166.75,21.23,24.10,8.50,9.83,-44.59,-147.68,1924,[0.03440496 0.36125212 0.11449521 0.20642978 0.28341794]
38200,-167.73,0.90,0.98,0.77,31,6.80,0.00,96.60,-28.35,-9.56,-37.66,-10.53,-10.49,-71.14,69.92,28.43,38.63,26.21,-44.04,13.41,7.28,69.92,2335,[0.04231884 0.38405797 0.09826087 0.21478261 0.26057971]
38300,-216.06,0.80,0.97,0.75,32,7.40,0.00,106.50,-34.14,-12.89,-41.73,-39.88,-46.99,-40.43,-43.34,-25.49,-65.93,27.65,19.14,2.14,-0.85,-43.34,2017,[0.04308131 0.36890157 0.1149786  0.21141227 0.26162625]
38400,-114.73,1.00,1.00,0.67,30,5.20,0.00,90.10,-14.45,-2.33,-28.09,-28.11,-10.18,-31.57,103.74,25.67,21.23,23.14,16.14,7.89,9.67,103.74,1231,[0.04179761 0.39252043 0.09145192 0.20427404 0.269956  ]
38500,-168.04,0.80,0.93,0.79,28,7.20,0.00,124.60,-9.98,2.95,-32.48,-37.06,-40.60,-50.87,-238.92,-130.86,27.32,-52.79,-89.21,-4.50,11.12,-238.92,1305,[0.03746807 0.39057621 0.09083168 0.20635822 0.27476582]
38600,-190.06,0.70,0.93,0.82,33,5.20,0.00,124.40,-17.14,-29.33,-44.51,-25.53,-33.57,-39.96,-115.58,-94.16,-30.63,27.34,-39.36,9.27,11.96,-115.58,1271,[0.03878437 0.38523878 0.09927641 0.20434153 0.2723589 ]
38700,-193.98,0.70,0.95,0.83,30,9.40,0.00,116.50,-16.35,-32.63,-35.62,-19.56,-54.40,-35.42,-76.07,28.65,16.24,12.96,-99.70,5.10,-39.32,-76.07,1320,[0.03883766 0.36797988 0.10924839 0.21234982 0.27158424]
38800,-172.15,0.90,0.98,0.69,35,5.00,0.00,101.00,-32.72,-26.30,-24.42,-15.52,-26.63,-46.55,35.50,19.05,35.58,-51.90,16.90,15.69,0.18,35.50,1399,[0.03876822 0.34643937 0.13005224 0.1965906  0.28814957]
38900,-270.16,0.80,0.97,0.74,27,7.00,0.00,116.80,-31.24,-27.14,-52.91,-43.63,-58.21,-57.03,-101.96,-46.03,36.63,15.98,-69.78,-43.38,4.62,-101.96,1518,[0.0349087  0.35714286 0.12889366 0.20085929 0.27819549]
39000,-201.12,0.90,0.98,0.67,33,4.00,0.00,93.90,-28.02,-17.33,-39.51,-29.03,-42.41,-44.84,-16.09,23.38,21.42,29.14,-118.73,14.38,14.32,-16.09,1419,[0.03900325 0.35915493 0.10752979 0.21370531 0.28060672]
39100,-169.12,0.90,0.98,0.77,30,5.40,0.00,99.30,-16.96,-3.00,-41.60,-19.35,-22.90,-65.31,6.17,24.69,-73.42,25.08,19.33,0.47,10.02,6.17,1427,[0.03606642 0.39595226 0.0928905  0.24234561 0.2327452 ]
39200,-161.00,0.80,0.88,0.83,30,44.40,0.00,152.10,-16.77,-28.06,-40.58,-50.36,-7.77,-17.46,-644.26,-77.58,-82.37,-31.66,-95.11,-213.82,-143.72,-644.26,1278,[0.04135225 0.35617265 0.12556595 0.20313915 0.27377   ]
39300,-228.55,0.90,0.95,0.80,30,6.00,0.00,115.30,-17.49,-25.86,-66.86,-31.21,-43.06,-44.07,-76.65,-48.12,38.13,-44.06,21.16,5.32,-49.08,-76.65,1551,[0.03265903 0.34925664 0.12698026 0.23105045 0.26005362]
39400,-201.70,1.00,1.00,0.72,29,5.00,0.00,89.80,-23.16,-24.43,-27.80,-39.73,-29.98,-56.59,118.96,23.53,32.11,27.35,15.03,13.24,7.70,118.96,1474,[0.04194319 0.35280064 0.11919299 0.21396337 0.27209981]
39500,-191.95,0.80,0.90,0.77,30,24.20,0.00,138.40,-41.61,-8.83,-22.61,-40.25,-19.02,-59.64,-325.03,-52.43,-38.59,-36.10,-59.79,11.93,-150.05,-325.03,1637,[0.03776042 0.32630208 0.15390625 0.20651042 0.27552083]
39600,-181.94,0.90,0.98,0.80,30,8.80,0.00,97.70,-21.71,-19.45,-59.62,-21.41,-20.00,-39.74,51.86,-25.36,45.39,20.44,0.48,-0.86,11.77,51.86,1488,[0.03492746 0.33100484 0.14373992 0.20123589 0.28909189]
39700,-158.92,1.00,1.00,0.87,30,5.20,0.00,89.00,-5.47,-21.15,-26.77,-30.77,-26.68,-48.08,133.74,33.60,37.84,26.80,15.40,10.90,9.20,133.74,1347,[0.0305949  0.38470255 0.10566572 0.21869688 0.26033994]
39800,-312.79,0.60,0.90,0.68,25,25.80,0.00,159.20,-29.64,-41.11,-65.36,-31.61,-59.91,-85.16,-592.31,-123.25,-60.84,-180.23,-156.19,18.30,-90.10,-592.31,1492,[0.03324873 0.36218274 0.11903553 0.22030457 0.26522843]
39900,-170.02,0.90,0.97,0.77,30,5.60,0.00,105.90,-23.47,-13.58,-47.40,-25.00,-34.91,-25.66,-16.35,31.10,-52.33,24.29,14.10,-45.44,11.93,-16.35,1423,[0.03712607 0.36351496 0.12526709 0.21020299 0.26388889]
40000,-232.72,0.90,0.97,0.59,27,24.80,0.00,115.90,-15.84,-26.63,-45.08,-45.63,-52.35,-47.19,-168.87,20.75,-66.61,-116.36,20.09,10.95,-37.69,-168.87,1431,[0.03731146 0.36464673 0.11087589 0.22863191 0.258534  ]
