Century,r_global_avg,arrival_eval_rate,arrival_flight_rate,meet_ttot_rate,sum_depflight,collisions_avg,wait_num_avg,fstep_avg,r_avg_0,r_avg_1,r_avg_2,r_avg_3,r_avg_4,r_avg_5,r_global_eval,r_eval_0,r_eval_1,r_eval_2,r_eval_3,r_eval_4,r_eval_5,r_eval_local,duration (s), dist_action
100,-4285.81,0.00,0.35,0.06,31,58.00,0.00,419.90,-865.83,-863.10,-840.09,-431.29,-499.68,-785.82,-2523.36,-498.09,-698.78,-576.19,-174.58,-63.98,-511.74,-2523.36,3306,[0.13456147 0.24209051 0.19373248 0.19873849 0.23087705]
200,-4236.08,0.00,0.32,0.06,32,59.20,0.00,434.40,-805.32,-898.80,-833.88,-435.59,-544.03,-718.46,-2635.46,-560.49,-677.90,-604.27,-62.17,-158.68,-571.95,-2635.46,4210,[0.1393 0.2328 0.2007 0.1961 0.2311]
300,-4047.48,0.00,0.35,0.03,29,26.60,0.00,420.20,-823.75,-852.53,-802.32,-427.64,-436.26,-704.98,-2500.36,-580.86,-744.89,-592.81,-48.84,-53.02,-479.94,-2500.36,4054,[0.1354 0.2415 0.1921 0.2019 0.2291]
400,-4039.93,0.00,0.33,0.00,30,18.80,0.00,427.00,-834.38,-861.46,-790.33,-369.64,-455.36,-728.76,-2335.78,-590.00,-678.18,-559.85,20.40,9.40,-537.55,-2335.78,4161,[0.14185674 0.23689476 0.19317727 0.19867947 0.22939176]
500,-3989.81,0.00,0.33,0.00,30,17.00,0.00,427.00,-748.05,-862.50,-771.46,-447.31,-416.56,-743.93,-2314.34,-587.35,-665.24,-555.35,20.40,8.90,-535.70,-2314.34,4055,[0.14   0.2358 0.1976 0.1952 0.2314]
600,-3947.95,0.00,0.35,0.00,29,21.00,0.00,423.80,-806.82,-916.81,-732.37,-390.35,-396.49,-705.11,-2261.15,-552.43,-588.23,-551.67,16.20,-47.12,-537.90,-2261.15,4163,[0.13822851 0.24485906 0.18517404 0.20563748 0.22610091]
700,-3853.52,0.00,0.32,0.03,29,44.60,0.00,443.80,-741.43,-856.05,-748.28,-396.12,-415.61,-696.02,-2689.29,-416.76,-659.89,-603.51,-178.02,-296.20,-534.91,-2689.29,4140,[0.1358 0.2272 0.197  0.1992 0.2408]
800,-3814.37,0.00,0.33,0.00,30,28.20,0.00,427.00,-754.73,-899.21,-706.29,-335.79,-434.52,-683.83,-2319.01,-616.70,-640.84,-553.62,20.40,8.90,-537.15,-2319.01,4228,[0.1355 0.248  0.1813 0.2104 0.2248]
900,-3801.86,0.00,0.30,0.00,31,42.40,0.00,444.30,-686.62,-863.25,-714.31,-438.37,-404.58,-694.72,-2577.04,-609.71,-650.34,-602.92,-37.88,-91.47,-584.72,-2577.04,4079,[0.1353 0.24   0.1891 0.2033 0.2323]
1000,-3747.18,0.00,0.47,0.11,27,72.80,0.00,375.50,-771.02,-897.64,-661.80,-400.97,-340.79,-674.96,-2253.03,-613.10,-539.89,-404.25,-140.50,-55.68,-499.61,-2253.03,4218,[0.13697395 0.24298597 0.18637275 0.20761523 0.2260521 ]
1100,-3715.08,0.00,0.32,0.03,32,57.80,0.00,438.80,-700.30,-845.69,-729.61,-404.90,-390.68,-643.89,-2738.72,-547.76,-684.53,-536.44,-114.13,-318.40,-537.46,-2738.72,4199,[0.1359 0.2362 0.1943 0.2025 0.2311]
1200,-3674.62,0.00,0.32,0.09,34,50.60,0.00,433.80,-767.15,-847.12,-689.04,-408.58,-307.53,-655.20,-2785.34,-685.95,-491.61,-625.83,-34.76,-283.28,-663.91,-2785.34,4107,[0.13735932 0.23934887 0.18971061 0.19614148 0.23743971]
1300,-3463.15,0.00,0.33,0.00,30,27.40,0.00,427.00,-682.88,-780.54,-654.94,-337.57,-316.24,-690.99,-2321.73,-615.40,-634.93,-564.00,20.40,8.90,-536.70,-2321.73,3948,[0.13934756 0.25533629 0.18455497 0.19522755 0.22553363]
1400,-3530.07,0.00,0.33,0.07,29,107.80,0.00,427.40,-719.99,-751.74,-609.32,-404.26,-411.81,-632.95,-2724.85,-524.12,-497.45,-652.65,-292.72,-205.61,-552.30,-2724.85,4087,[0.12754178 0.24431246 0.18924904 0.20606    0.23283672]
1500,-3469.97,0.00,0.25,0.00,29,47.40,0.00,469.90,-731.39,-765.92,-620.51,-310.71,-346.50,-694.95,-2892.74,-612.20,-728.65,-539.74,-219.94,-182.12,-610.09,-2892.74,4065,[0.13358779 0.2387505  0.18621937 0.21092808 0.23051426]
1600,-3423.41,0.00,0.58,0.00,29,80.40,0.00,367.10,-735.29,-707.04,-589.35,-360.15,-411.34,-620.24,-2553.58,-383.88,-661.37,-339.08,-288.49,-110.49,-770.27,-2553.58,4018,[0.14118949 0.243333   0.18697796 0.20167052 0.22682902]
1700,-3169.05,0.00,0.57,0.23,30,36.40,0.00,326.60,-643.97,-652.50,-544.36,-367.15,-343.07,-618.00,-1675.80,-119.19,-601.27,-173.04,-165.70,-114.54,-502.06,-1675.80,3951,[0.13363119 0.25588952 0.17536556 0.2088749  0.22623883]
1800,-3344.14,0.00,0.67,0.03,30,6.00,0.00,292.80,-663.36,-659.59,-555.38,-375.29,-379.86,-710.66,-1233.15,-34.25,-625.55,-67.50,20.40,8.90,-535.15,-1233.15,4003,[0.13981331 0.25629058 0.17380276 0.20271916 0.22737419]
1900,-3383.24,0.00,0.52,0.06,31,9.00,0.00,390.50,-672.35,-709.37,-585.68,-353.81,-392.51,-669.52,-1989.50,-402.85,-620.22,-323.33,-59.00,-47.51,-536.59,-1989.50,3984,[0.14256722 0.24911213 0.1854896  0.1964485  0.22638255]
2000,-3028.24,0.00,0.55,0.28,25,58.70,0.00,330.90,-655.38,-633.22,-522.77,-283.36,-320.26,-613.26,-2142.13,-264.87,-624.30,-303.47,-302.03,-259.85,-387.61,-2142.13,3882,[0.14027565 0.26411434 0.16702399 0.20592139 0.22266462]
2100,-2927.61,0.00,0.57,0.00,29,24.20,0.00,350.80,-644.70,-610.33,-523.45,-242.84,-348.38,-557.92,-1807.58,-177.17,-636.89,-230.07,-61.40,-164.01,-538.04,-1807.58,3802,[0.13592635 0.26088756 0.17626978 0.20182063 0.22509569]
2200,-3043.96,0.00,0.60,0.44,32,14.60,0.00,296.50,-582.19,-654.66,-539.00,-301.94,-340.25,-625.92,-1521.58,-93.10,-543.29,-172.90,-38.71,-67.23,-606.35,-1521.58,3931,[0.12996723 0.26065137 0.17912741 0.20473167 0.22552233]
2300,-2933.51,0.00,0.63,0.24,29,23.80,0.00,289.00,-611.22,-544.94,-545.58,-373.13,-301.91,-556.74,-1441.64,-37.87,-503.82,-140.60,-81.05,-193.41,-484.89,-1441.64,3857,[0.13651697 0.25816993 0.18469323 0.19955724 0.22106262]
2400,-2882.31,0.00,0.55,0.07,28,38.80,0.00,343.80,-637.82,-551.43,-501.71,-312.55,-310.06,-568.74,-2078.27,-147.32,-744.59,-268.90,-246.07,-53.53,-617.86,-2078.27,3875,[0.13405128 0.26697436 0.16769231 0.21148718 0.21979487]
2500,-3028.59,0.00,0.65,0.39,31,6.00,0.00,273.90,-599.93,-593.51,-498.70,-336.05,-359.17,-641.23,-1289.90,25.82,-630.17,-66.68,-38.01,11.66,-592.52,-1289.90,3714,[0.13595135 0.26808905 0.17429396 0.20356627 0.21809936]
2600,-2816.44,0.00,0.62,0.52,27,18.40,0.00,294.70,-535.34,-577.62,-472.47,-347.66,-292.58,-590.78,-1466.91,-110.27,-635.70,-40.96,6.60,-166.90,-519.68,-1466.91,3507,[0.13399661 0.27413209 0.16363251 0.21136749 0.2168713 ]
2700,-2942.51,0.00,0.65,0.38,29,41.60,0.00,271.10,-577.25,-550.79,-469.72,-376.44,-354.37,-613.94,-1536.97,-104.62,-700.32,-2.52,24.01,-104.16,-649.36,-1536.97,3617,[0.13296941 0.27263364 0.17118138 0.20784839 0.21536719]
2800,-2818.64,0.00,0.63,0.47,30,26.40,0.00,287.10,-563.00,-606.31,-462.19,-294.03,-338.80,-554.30,-1486.55,-46.01,-650.59,-169.51,-129.80,3.15,-493.79,-1486.55,3429,[0.13572854 0.27471373 0.16629898 0.20737472 0.21588402]
2900,-2717.15,0.00,0.67,0.44,27,8.60,0.00,263.80,-557.90,-519.93,-449.46,-276.55,-334.41,-578.90,-1291.08,22.68,-787.74,-2.71,-36.95,1.67,-488.03,-1291.08,3420,[0.13219415 0.27854073 0.16028934 0.21123808 0.21773771]
3000,-2837.41,0.00,0.58,0.21,33,6.00,0.00,315.70,-515.63,-539.03,-464.65,-331.58,-340.02,-646.51,-1655.20,-45.75,-701.62,-222.86,-99.86,-148.08,-437.03,-1655.20,3487,[0.13175886 0.28205925 0.16262689 0.21068987 0.21286513]
3100,-2648.46,0.00,0.63,0.32,31,6.00,0.00,288.30,-506.04,-474.77,-484.78,-312.95,-274.56,-595.36,-1510.64,-31.89,-758.01,-43.77,-37.89,-94.23,-544.85,-1510.64,3709,[0.13027504 0.28584925 0.15777871 0.20795717 0.21813983]
3200,-2681.12,0.00,0.75,0.44,27,10.40,0.00,233.90,-517.71,-521.98,-521.12,-308.26,-221.26,-590.79,-960.54,-45.36,-100.78,-157.37,6.36,-172.62,-490.77,-960.54,3705,[0.13220019 0.28884692 0.15811562 0.19966425 0.22117301]
3300,-2533.71,0.00,0.65,0.41,29,20.40,0.00,280.10,-519.63,-462.99,-418.13,-294.92,-308.90,-529.15,-1478.58,20.04,-672.36,-43.35,-36.26,-141.95,-604.70,-1478.58,3626,[0.13555239 0.27657944 0.15624658 0.20223366 0.22938793]
3400,-2749.30,0.00,0.77,0.69,32,36.20,0.00,204.70,-509.92,-451.18,-513.12,-323.04,-344.54,-607.50,-876.39,-78.47,-25.09,-91.42,-81.24,-79.35,-520.82,-876.39,3519,[0.13351036 0.27158789 0.16569304 0.21189591 0.2173128 ]
3500,-2545.98,0.00,0.73,0.62,32,9.00,0.00,224.70,-379.45,-516.23,-473.40,-286.23,-298.63,-592.03,-887.12,-97.37,-125.56,-87.39,-95.01,-48.62,-433.17,-887.12,3534,[0.13225256 0.28519625 0.16190273 0.2006186  0.22002986]
3600,-2542.66,0.00,0.77,0.61,28,6.20,0.00,205.40,-484.26,-405.03,-481.31,-276.62,-302.12,-593.32,-821.05,-41.37,-93.46,11.49,-38.79,-50.64,-608.28,-821.05,3628,[0.13202218 0.29072079 0.1562925  0.20357778 0.21738676]
3700,-2452.28,0.00,0.78,0.76,29,6.60,0.00,195.80,-481.48,-381.25,-450.57,-305.06,-270.38,-563.53,-749.95,-31.46,-89.95,-42.11,-110.27,8.74,-484.90,-749.95,3527,[0.13027068 0.27779575 0.16596571 0.20769977 0.21826809]
3800,-2423.47,0.00,0.75,0.55,31,26.80,0.00,214.30,-464.59,-397.27,-400.59,-281.82,-324.66,-554.54,-898.28,-59.84,-33.38,-58.90,-93.23,-159.95,-492.98,-898.28,3400,[0.13223415 0.28173066 0.15259489 0.20117296 0.23226735]
3900,-2248.03,0.00,0.77,0.73,30,26.40,0.00,208.80,-430.80,-332.45,-452.86,-287.34,-267.83,-476.76,-800.92,-93.67,-83.29,-54.70,-76.44,-63.15,-429.67,-800.92,3500,[0.13266209 0.29663642 0.15324187 0.19938039 0.21807922]
4000,-2525.09,0.00,0.77,0.65,26,26.60,0.00,219.50,-376.74,-431.99,-479.20,-322.24,-316.62,-598.30,-971.07,-171.25,-95.28,-126.13,-105.87,-105.53,-367.01,-971.07,3573,[0.13889784 0.2783328  0.1593082  0.20979697 0.2136642 ]
4100,-2388.91,0.00,0.70,0.53,34,26.30,0.00,243.20,-443.72,-352.60,-455.59,-303.49,-296.15,-537.36,-1200.35,-121.37,-142.01,-120.23,-202.84,-277.36,-336.54,-1200.35,3504,[0.12986868 0.28689072 0.16202982 0.20020031 0.22101046]
4200,-2337.97,0.00,0.70,0.61,31,26.00,0.00,241.10,-417.74,-370.55,-403.94,-291.64,-293.21,-560.89,-1179.04,-41.92,-194.38,-111.60,-183.65,-134.91,-512.58,-1179.04,3667,[0.13265751 0.28384565 0.15816438 0.20154785 0.22378461]
4300,-2559.36,0.00,0.82,0.77,30,11.80,0.00,184.40,-428.99,-410.74,-450.13,-336.85,-333.79,-598.87,-615.06,22.06,21.95,7.27,-61.71,-47.75,-556.88,-615.06,3641,[0.12667546 0.28784882 0.15524061 0.20973412 0.22050099]
4400,-2283.40,0.00,0.75,0.79,28,44.00,0.00,216.60,-386.20,-403.88,-419.03,-247.74,-265.98,-560.57,-1015.75,30.90,-168.13,-96.76,-191.54,-103.64,-486.58,-1015.75,3590,[0.12509644 0.28711562 0.16091701 0.20147691 0.22539403]
4500,-2240.90,0.00,0.78,0.55,31,6.00,0.00,195.30,-360.10,-384.23,-407.67,-330.40,-269.49,-489.01,-664.65,-37.03,-34.24,-45.03,23.44,-84.49,-487.30,-664.65,3546,[0.12795455 0.29329545 0.15363636 0.19329545 0.23181818]
4600,-2215.86,0.00,0.68,0.50,30,64.80,0.00,253.60,-398.48,-365.77,-398.60,-260.25,-254.09,-538.67,-1303.37,-187.95,-272.15,-253.04,-50.11,-113.01,-427.11,-1303.37,3522,[0.13217179 0.27932527 0.15891688 0.20219731 0.22738875]
4700,-2236.80,0.10,0.78,0.66,29,91.80,0.00,197.70,-416.16,-370.72,-364.57,-260.07,-319.47,-505.82,-1131.78,-269.40,-0.16,16.41,-185.21,-145.24,-548.18,-1131.78,3544,[0.13355012 0.2690065  0.16685355 0.20161471 0.22897511]
4800,-2148.72,0.00,0.77,0.77,30,25.20,0.00,211.80,-375.81,-356.55,-385.67,-232.92,-283.53,-514.23,-799.30,-102.94,-42.18,-40.89,-38.79,12.74,-587.24,-799.30,3459,[0.130678   0.28294921 0.14969792 0.20966659 0.22700828]
4900,-2068.29,0.00,0.82,0.81,32,18.60,0.00,178.90,-382.89,-268.70,-393.78,-266.07,-276.64,-480.20,-560.36,38.74,-62.03,12.71,21.03,10.67,-581.48,-560.36,3437,[0.12734554 0.28043478 0.16212815 0.20892449 0.22116705]
5000,-2020.58,0.10,0.80,0.52,33,24.60,0.00,205.80,-297.33,-325.35,-380.09,-292.58,-255.74,-469.49,-722.07,-27.51,-67.06,-64.05,-43.58,-86.43,-433.44,-722.07,3413,[0.12548306 0.27131166 0.16560582 0.20720618 0.23039327]
5100,-1994.85,0.00,0.70,0.74,27,34.20,0.00,237.80,-286.31,-320.37,-424.91,-238.48,-234.89,-489.90,-1207.95,-227.16,-128.65,-128.66,22.16,-281.34,-464.30,-1207.95,3250,[0.12494162 0.2852639  0.15927137 0.20387669 0.22664643]
5200,-2070.45,0.00,0.73,0.77,30,20.60,0.00,222.60,-356.57,-303.82,-421.50,-259.79,-236.50,-492.27,-861.62,27.56,-63.30,-72.81,-95.03,-108.31,-549.73,-861.62,3378,[0.12190345 0.27583823 0.16499597 0.20739717 0.22986519]
5300,-2077.16,0.00,0.73,0.83,29,30.40,0.00,221.20,-367.39,-335.39,-359.70,-250.73,-230.22,-533.73,-956.88,-96.51,-145.17,18.04,-141.34,-82.76,-509.14,-956.88,3426,[0.12970241 0.28062886 0.152274   0.20920831 0.22818641]
5400,-1982.46,0.00,0.73,0.63,30,6.80,0.00,228.60,-303.07,-289.94,-424.56,-228.12,-225.29,-511.48,-864.22,-152.43,-24.86,-57.72,-37.45,-107.33,-484.43,-864.22,3307,[0.12696952 0.29223692 0.14456584 0.20828062 0.2279471 ]
5500,-2077.11,0.00,0.83,0.77,30,6.00,0.00,170.00,-341.20,-344.38,-349.73,-256.52,-258.37,-526.92,-447.30,33.60,22.80,14.70,20.40,8.90,-547.70,-447.30,3534,[0.12536673 0.28345746 0.15549537 0.20841796 0.22726247]
5600,-2034.98,0.00,0.72,0.68,34,46.60,0.00,232.30,-293.77,-284.71,-402.28,-242.24,-282.01,-529.97,-1112.88,-110.34,-88.19,-279.76,14.67,-145.38,-503.88,-1112.88,3422,[0.12946222 0.28419101 0.14997682 0.20700046 0.22936949]
5700,-2147.42,0.00,0.77,0.52,33,10.60,0.00,205.00,-370.48,-334.09,-373.98,-273.51,-236.74,-558.61,-785.92,-34.77,-114.09,-69.90,-56.93,-59.22,-451.01,-785.92,3638,[0.12195662 0.28895529 0.14752103 0.21137672 0.23019035]
5800,-2064.02,0.00,0.68,0.64,28,80.70,0.00,254.30,-322.67,-317.74,-418.89,-242.19,-248.38,-514.16,-1616.79,-125.29,-199.32,19.18,-264.76,-351.09,-695.51,-1616.79,3463,[0.12350051 0.29018622 0.15103393 0.20941392 0.22586542]
5900,-2049.74,0.00,0.70,0.68,28,6.00,0.00,240.20,-320.42,-295.62,-337.49,-279.39,-272.53,-544.29,-1061.60,-95.72,-95.82,-200.69,-102.78,-104.86,-461.73,-1061.60,3428,[0.13247624 0.2823924  0.15595305 0.20715484 0.22202348]
6000,-2002.80,0.00,0.77,0.69,32,20.60,0.00,204.60,-354.85,-289.62,-417.55,-250.05,-221.30,-469.43,-826.44,-141.10,-79.82,9.57,-127.30,-48.66,-439.13,-826.44,3321,[0.12575899 0.2790752  0.15693601 0.20936478 0.22886502]
6100,-2040.06,0.10,0.73,0.73,30,55.40,0.00,223.00,-365.43,-304.54,-390.70,-252.26,-230.51,-496.62,-1122.21,-42.15,-189.72,-49.05,-148.65,-102.90,-589.74,-1122.21,3647,[0.12537211 0.28245935 0.15846119 0.1999084  0.23379895]
6200,-1906.64,0.00,0.80,0.68,31,8.00,0.00,186.50,-265.63,-366.98,-368.46,-245.07,-234.90,-425.59,-613.33,26.61,-41.60,-71.28,-42.32,11.04,-495.78,-613.33,3393,[0.12422656 0.2921228  0.15207044 0.20882913 0.22275107]
6300,-2045.13,0.00,0.78,0.67,30,8.60,0.00,198.20,-334.88,-290.13,-407.20,-255.81,-221.59,-535.52,-776.02,-114.38,22.02,-3.68,-37.32,-45.86,-596.80,-776.02,3360,[0.12099276 0.29162358 0.16143858 0.20843387 0.2175112 ]
6400,-1981.25,0.00,0.72,0.57,30,29.30,0.00,236.40,-320.29,-297.99,-396.31,-224.79,-233.75,-508.12,-1189.93,-202.26,-203.00,-198.56,-30.95,-108.91,-446.25,-1189.93,3257,[0.1305123  0.28016165 0.16046595 0.19969095 0.22916914]
6500,-1773.77,0.00,0.83,0.83,30,6.00,0.00,170.20,-289.79,-224.33,-344.59,-264.34,-228.89,-421.83,-448.11,33.60,25.80,17.79,20.40,8.90,-554.60,-448.11,3074,[0.12352135 0.28975221 0.15066617 0.20395966 0.23210061]
6600,-2063.47,0.00,0.68,0.50,32,40.00,0.00,251.80,-394.84,-299.82,-368.58,-251.71,-254.16,-494.36,-1235.61,-230.34,8.43,-186.26,-112.12,-159.85,-555.47,-1235.61,3397,[0.12705583 0.27854992 0.15751679 0.20685661 0.23002085]
6700,-1935.70,0.00,0.83,0.77,30,6.00,0.00,170.40,-359.18,-275.43,-358.69,-286.72,-206.97,-448.72,-450.46,33.60,28.47,12.87,20.40,8.90,-554.70,-450.46,3251,[0.12050097 0.28331712 0.16111381 0.20938716 0.22568093]
6800,-1901.85,0.00,0.77,0.74,27,39.40,0.00,204.80,-303.96,-295.52,-331.89,-252.93,-232.13,-485.42,-856.94,-48.18,-168.98,-79.29,-83.54,-46.14,-430.81,-856.94,3238,[0.11890838 0.28918702 0.1543401  0.21511295 0.22245155]
6900,-2045.09,0.00,0.67,0.69,26,16.20,0.00,264.90,-315.61,-278.66,-440.56,-252.49,-254.57,-503.19,-1394.70,-131.39,-217.03,-222.85,-251.42,-128.90,-443.11,-1394.70,3360,[0.12407493 0.27786772 0.15402405 0.21253469 0.23149861]
7000,-2080.23,0.00,0.78,0.62,32,24.20,0.00,195.70,-330.74,-318.94,-383.04,-296.68,-244.22,-506.61,-771.32,23.53,-41.42,-38.44,-39.68,-116.65,-558.66,-771.32,3354,[0.12579636 0.27719217 0.1630951  0.20583806 0.2280783 ]
7100,-1995.71,0.00,0.80,0.78,32,5.60,0.00,190.50,-325.10,-314.06,-371.72,-289.52,-268.05,-427.26,-563.40,26.51,-31.92,22.25,-95.46,-48.63,-436.15,-563.40,3277,[0.1191285  0.27878646 0.16235211 0.21740658 0.22232634]
7200,-1929.15,0.00,0.83,0.83,30,6.00,0.00,170.00,-335.36,-281.80,-349.50,-206.39,-238.41,-517.68,-439.22,30.60,31.80,18.78,20.40,8.90,-549.70,-439.22,3041,[0.11652989 0.28898007 0.15509965 0.21395076 0.22543962]
7300,-1650.51,0.00,0.67,0.63,27,64.80,0.00,266.70,-259.99,-201.68,-349.06,-177.22,-159.05,-503.52,-1548.55,-256.87,-210.91,-195.71,-212.77,-28.83,-643.46,-1548.55,2848,[0.12441198 0.28385739 0.15721713 0.20685813 0.22765536]
7400,-1750.46,0.00,0.82,0.79,28,6.00,0.00,179.50,-241.18,-340.36,-356.67,-220.89,-193.94,-397.43,-521.81,24.59,22.45,-36.86,-46.32,7.58,-493.25,-521.81,2894,[0.11895087 0.30390346 0.14493289 0.21019579 0.22201699]
7500,-1606.51,0.00,0.80,0.82,28,14.80,0.00,195.20,-269.35,-165.26,-305.98,-236.71,-214.04,-415.15,-688.12,21.76,-32.56,-87.44,-41.51,10.60,-558.97,-688.12,2806,[0.12404605 0.28831975 0.15638339 0.19298926 0.23826154]
7600,-1606.07,0.00,0.77,0.72,32,23.20,0.00,205.20,-272.78,-181.66,-332.74,-169.25,-194.28,-455.35,-799.08,-62.21,-124.72,-79.77,18.20,-52.22,-498.36,-799.08,2879,[0.11832718 0.29926199 0.14735547 0.21303813 0.22201722]
7700,-1584.22,0.00,0.80,0.64,33,5.20,0.00,185.30,-231.04,-205.44,-312.91,-192.97,-198.18,-443.68,-605.58,-50.60,-35.37,-34.12,-60.48,10.04,-435.05,-605.58,2764,[0.11539427 0.30411853 0.14904571 0.2112004  0.22024108]
7800,-1662.11,0.00,0.83,0.80,30,6.00,0.00,170.20,-273.95,-217.40,-330.42,-223.10,-206.32,-410.92,-446.52,30.60,31.80,16.38,20.40,8.90,-554.60,-446.52,2796,[0.11345511 0.2977875  0.15538976 0.20465655 0.22871109]
7900,-1590.07,0.00,0.70,0.41,29,31.60,0.00,240.70,-256.67,-205.34,-350.14,-204.85,-176.06,-397.02,-1142.87,-135.42,-63.88,-157.28,-152.14,-118.41,-515.74,-1142.87,2663,[0.11770806 0.30840031 0.14363495 0.20015556 0.23010111]
8000,-1904.85,0.00,0.83,0.57,30,13.20,0.00,178.70,-343.98,-257.85,-366.21,-215.46,-234.92,-486.42,-535.54,22.74,-15.47,-50.27,0.03,-48.84,-443.73,-535.54,3010,[0.11648094 0.28046921 0.16234604 0.20832845 0.23237537]
8100,-1586.46,0.10,0.80,0.76,29,25.80,0.00,186.90,-268.71,-187.46,-318.85,-224.29,-187.38,-399.77,-678.55,-83.37,-33.22,24.20,13.25,-51.61,-547.80,-678.55,2756,[0.1183231  0.30442732 0.13647643 0.20700013 0.23377302]
8200,-1628.37,0.00,0.78,0.67,30,6.20,0.00,201.90,-323.05,-174.00,-287.07,-206.40,-198.49,-439.36,-738.04,-40.71,-37.40,-55.34,21.01,-47.53,-578.07,-738.04,2871,[0.12157979 0.29775907 0.13854154 0.21431224 0.22780735]
8300,-1711.80,0.00,0.73,0.77,30,31.80,0.00,221.50,-277.80,-237.59,-311.24,-223.38,-233.75,-428.04,-1141.82,-21.87,-189.38,-209.28,-35.20,-103.83,-582.26,-1141.82,2965,[0.11766951 0.27502862 0.16651825 0.20697112 0.23381249]
8400,-1549.96,0.00,0.75,0.72,29,20.20,0.00,213.00,-256.42,-202.35,-296.39,-230.53,-162.42,-401.85,-835.80,-48.72,-129.18,-103.04,18.02,14.03,-586.91,-835.80,2858,[0.11434159 0.2970013  0.15071708 0.20391134 0.23402868]
8500,-1537.31,0.00,0.77,0.66,29,20.40,0.00,205.70,-288.56,-173.95,-311.69,-208.07,-172.09,-382.96,-857.12,-91.06,-75.21,17.97,-52.39,-44.39,-612.04,-857.12,2899,[0.11845132 0.29108101 0.14336826 0.21300792 0.23409149]
8600,-1814.50,0.10,0.75,0.67,30,26.40,0.00,229.90,-306.05,-247.03,-377.33,-231.75,-219.77,-432.57,-1056.41,-112.23,-69.09,-161.22,-241.61,-44.81,-427.45,-1056.41,3097,[0.12163155 0.28392945 0.1544586  0.20455659 0.23542381]
8700,-1626.73,0.00,0.78,0.66,32,10.60,0.00,198.20,-252.77,-282.99,-285.99,-219.69,-164.27,-421.01,-653.44,-44.59,-47.86,-33.83,-44.11,-49.41,-433.64,-653.44,3077,[0.12052827 0.30478266 0.14681369 0.19746121 0.23041416]
8800,-1552.31,0.00,0.78,0.68,31,5.60,0.00,196.20,-247.89,-204.28,-298.59,-209.47,-202.10,-389.99,-675.67,31.25,-38.65,22.10,-43.71,-92.79,-553.87,-675.67,3078,[0.11033941 0.312672   0.14205216 0.20613288 0.22880356]
8900,-1513.64,0.00,0.83,0.70,30,6.40,0.00,170.40,-197.09,-204.60,-312.57,-203.54,-185.11,-410.72,-457.92,27.60,28.80,12.80,18.68,8.90,-554.70,-457.92,3000,[0.11730167 0.30206159 0.15200939 0.20772443 0.22090292]
9000,-1563.36,0.00,0.78,0.87,30,16.60,0.00,197.90,-233.96,-189.95,-310.19,-224.84,-202.64,-401.79,-708.48,-44.57,-56.58,16.12,-44.15,9.09,-588.39,-708.48,2937,[0.1168273  0.29226361 0.15355561 0.2034384  0.23391508]
9100,-1482.26,0.00,0.75,0.93,27,50.20,0.00,213.40,-204.45,-209.30,-285.03,-198.69,-187.63,-397.17,-1074.05,29.60,32.91,-225.70,-58.41,-184.73,-667.72,-1074.05,2754,[0.11535891 0.30610881 0.15131667 0.20237936 0.22483625]
9200,-1428.85,0.00,0.82,0.64,28,8.00,0.00,178.80,-233.80,-178.66,-287.55,-172.80,-176.50,-379.54,-582.94,-27.72,21.21,13.79,14.72,-98.47,-506.47,-582.94,2807,[0.11671749 0.3073191  0.14374827 0.20002772 0.23218741]
9300,-1480.52,0.00,0.70,0.60,30,44.00,0.00,247.70,-190.88,-191.07,-284.45,-221.70,-171.55,-420.86,-1367.35,-115.06,-127.47,-226.79,-273.66,-129.74,-494.63,-1367.35,3065,[0.1154963  0.30992608 0.14321542 0.20987328 0.22148891]
9400,-1361.81,0.00,0.78,0.74,31,5.80,0.00,195.60,-160.65,-163.03,-242.76,-214.29,-187.94,-393.14,-669.00,30.71,-48.92,-38.23,-58.59,8.17,-562.14,-669.00,2865,[0.11672096 0.31256786 0.1434582  0.20426167 0.22299131]
9500,-1503.50,0.00,0.83,0.70,30,6.40,0.00,171.60,-244.37,-199.00,-308.22,-194.70,-194.13,-363.07,-463.08,27.60,28.80,12.80,15.74,8.90,-556.92,-463.08,2936,[0.11884754 0.29678538 0.14872616 0.20528211 0.23035881]
9600,-1348.80,0.00,0.78,0.76,29,13.60,0.00,215.30,-186.85,-158.01,-291.23,-188.69,-160.04,-363.98,-809.57,21.97,-61.62,-58.59,-144.64,-67.34,-499.35,-809.57,2809,[0.11738303 0.30671926 0.14676279 0.20443417 0.22470076]
9700,-1363.65,0.00,0.77,0.62,32,16.20,0.00,222.30,-219.06,-170.34,-258.70,-182.88,-173.03,-359.63,-846.43,-55.15,-113.44,15.04,-34.42,-138.30,-520.16,-846.43,2732,[0.11403143 0.30913642 0.14490335 0.20456126 0.22736754]
9800,-1454.58,0.00,0.83,0.60,30,6.00,0.00,170.80,-224.64,-117.75,-312.71,-209.65,-179.16,-410.67,-465.80,21.26,16.80,21.54,20.40,8.90,-554.70,-465.80,2677,[0.12218737 0.30137734 0.14618846 0.19991818 0.23032865]
9900,-1287.63,0.00,0.80,0.71,31,22.20,0.00,186.80,-192.53,-164.80,-258.61,-190.99,-161.03,-319.67,-647.15,28.42,27.55,-77.23,17.77,-88.98,-554.68,-647.15,2497,[0.12323944 0.30309859 0.1415493  0.21014085 0.22197183]
